iter	RMSE
769	15.89749561
770	15.89703319
771	15.89500153
772	15.89283513
773	15.89061542
774	15.88907939
775	15.88579765
776	15.88256118
777	15.87899791
778	15.8725511
779	15.8702139
780	15.86774901
781	15.8652768
782	15.86164127
783	15.85966804
784	15.85697423
785	15.85554483
786	15.85404996
787	15.8524402
788	15.85133518
789	15.84915231
790	15.84615694
791	15.8438768
792	15.84191006
793	15.8381773
794	15.83473303
795	15.83145924
796	15.83023464
797	15.82698664
798	15.82523739
799	15.82158864
800	15.81990946
801	15.81798333
802	15.81530847
803	15.81180586
804	15.8101588
805	15.80284094
806	15.80065961
807	15.79772918
808	15.79564363
809	15.79163032
810	15.78943132
811	15.78737729
812	15.78537467
813	15.78295537
814	15.78160275
815	15.78023311
816	15.77860159
817	15.77448361
818	15.77192191
819	15.76852829
820	15.76476008
821	15.76251067
822	15.76026018
823	15.75836481
824	15.75526833
825	15.75236351
826	15.7507043
827	15.74845125
828	15.74586195
829	15.73904669
830	15.73735363
831	15.7360694
832	15.7331745
833	15.7309194
834	15.7292111
835	15.727111
836	15.72544673
837	15.72393314
838	15.72239165
839	15.72011776
840	15.71850845
841	15.71534106
842	15.71405438
843	15.71266705
844	15.7115835
845	15.70990501
846	15.7069427
847	15.7056105
848	15.70243939
849	15.69855158
850	15.69625958
851	15.69404716
852	15.69196738
853	15.69000359
854	15.68660178
855	15.68557149
856	15.68459834
857	15.68241499
858	15.67941315
859	15.67747959
860	15.67581427
861	15.67235638
862	15.67061526
863	15.66817227
864	15.66441489
865	15.66265601
866	15.66071973
867	15.65785446
868	15.65656309
869	15.6547946
870	15.65346469
871	15.65140746
872	15.64916191
873	15.6464786
874	15.64114157
875	15.63963402
876	15.63637433
877	15.63378529
878	15.63227417
879	15.6312471
880	15.62930871
881	15.62767909
882	15.62494265
883	15.62179022
884	15.6202019
885	15.61763548
886	15.61613951
887	15.61246488
888	15.61116051
889	15.60955996
890	15.60816543
891	15.60525698
892	15.60232552
893	15.60024718
894	15.59748176
895	15.59408252
896	15.58961783
897	15.58811332
898	15.58653042
899	15.58426927
900	15.58209287
901	15.58019462
902	15.57769598
903	15.57546056
904	15.57379542
905	15.56944213
906	15.56679271
907	15.56411966
908	15.56108446
909	15.55947361
910	15.55770677
911	15.55612589
912	15.55457827
913	15.55236294
914	15.55028812
915	15.54880905
916	15.54535517
917	15.54332226
918	15.54141197
919	15.54007612
920	15.53788771
921	15.53515724
922	15.53259844
923	15.53157832
924	15.52838464
925	15.52603602
926	15.52367831
927	15.51873443
928	15.51586355
929	15.51023552
930	15.50819525
931	15.50371846
932	15.50197495
933	15.50016345
934	15.49814238
935	15.49550975
936	15.49118593
937	15.48948675
938	15.48750406
939	15.48366811
940	15.48097107
941	15.47765031
942	15.47511197
943	15.4739869
944	15.47219455
945	15.4700533
946	15.46836231
947	15.4673569
948	15.464177
949	15.46252384
950	15.46069341
951	15.45874028
952	15.45702444
953	15.45474596
954	15.45240395
955	15.45031148
956	15.44898519
957	15.44539478
958	15.44410662
959	15.44227895
960	15.43898795
961	15.43729111
962	15.43522216
963	15.43384937
964	15.43249747
965	15.43043437
966	15.42731789
967	15.42550524
968	15.42358571
969	15.42166503
970	15.42053606
971	15.41905347
972	15.41746208
973	15.41568487
974	15.41424933
975	15.41346647
976	15.41172906
977	15.40999005
978	15.4075937
979	15.4049383
980	15.40351443
981	15.40014204
982	15.39796629
983	15.39470839
984	15.39310861
985	15.39191803
986	15.38891444
987	15.38426809
988	15.38126107
989	15.37944268
990	15.37842065
991	15.37585477
992	15.37308671
993	15.37116086
994	15.36941597
995	15.36810099
996	15.36654629
997	15.36526448
998	15.36348855
999	15.36168132
1000	15.35854675
1001	15.35688299
1002	15.35518924
1003	15.35325295
1004	15.35209117
1005	15.35019458
1006	15.34630932
1007	15.34526029
1008	15.34296083
1009	15.34078404
1010	15.33922015
1011	15.33703345
1012	15.33525472
1013	15.33345793
1014	15.33170817
1015	15.32992875
1016	15.32825648
1017	15.32663123
1018	15.32472175
1019	15.32129089
1020	15.31874591
1021	15.31716787
1022	15.31529493
1023	15.3141112
1024	15.31203457
1025	15.31041696
1026	15.30849124
1027	15.3059013
1028	15.30438932
1029	15.30046922
1030	15.29829675
1031	15.29548307
1032	15.29397361
1033	15.29238037
1034	15.29014978
1035	15.2884655
1036	15.28719311
1037	15.28327464
1038	15.28188379
1039	15.28041905
1040	15.2790619
1041	15.27680114
1042	15.27549914
1043	15.27306906
1044	15.26911966
1045	15.26775914
1046	15.26548164
1047	15.26389843
1048	15.26218081
1049	15.26008683
1050	15.25810656
1051	15.25427745
1052	15.2521537
1053	15.24923074
1054	15.24738134
1055	15.24611372
1056	15.24353194
1057	15.24202862
1058	15.24087208
1059	15.23971161
1060	15.23648192
1061	15.23367061
1062	15.23245513
1063	15.23098048
1064	15.22788664
1065	15.22578533
1066	15.22413505
1067	15.22277717
1068	15.22116838
1069	15.22002007
1070	15.21818892
1071	15.21597056
1072	15.21428814
1073	15.21304008
1074	15.21141923
1075	15.20986035
1076	15.20804947
1077	15.20478808
1078	15.2033582
1079	15.20086349
1080	15.19888799
1081	15.19655504
1082	15.19502562
1083	15.19230404
1084	15.19051187
1085	15.18853825
1086	15.18616182
1087	15.18463703
1088	15.18239418
1089	15.18080387
1090	15.17910169
1091	15.17595183
1092	15.17383788
1093	15.1722429
1094	15.17020473
1095	15.16930308
1096	15.16788543
1097	15.16588868
1098	15.16465659
1099	15.16285787
1100	15.16055082
1101	15.15900735
1102	15.15761462
1103	15.15621494
1104	15.15453011
1105	15.1522764
1106	15.14860622
1107	15.14756326
1108	15.14516384
1109	15.14385711
1110	15.14212093
1111	15.14010946
1112	15.13830913
1113	15.13607814
1114	15.13413682
1115	15.1320796
1116	15.13036864
1117	15.12843435
1118	15.12473835
1119	15.12373882
1120	15.12189463
1121	15.12006599
1122	15.1189967
1123	15.11605369
1124	15.11410763
1125	15.11252293
1126	15.10899495
1127	15.10619646
1128	15.10489925
1129	15.10352036
1130	15.10158856
1131	15.09989506
1132	15.09847632
1133	15.09573202
1134	15.09414169
1135	15.09198458
1136	15.09061322
1137	15.08925814
1138	15.08728621
1139	15.08488632
1140	15.08334762
1141	15.0818198
1142	15.07854333
1143	15.07689467
1144	15.07425813
1145	15.07291441
1146	15.07124049
1147	15.06906422
1148	15.06761645
1149	15.06601324
1150	15.06481721
1151	15.06301435
1152	15.06162528
1153	15.05952031
1154	15.05790485
1155	15.05622035
1156	15.05497087
1157	15.05344416
1158	15.05167831
1159	15.04971607
1160	15.04792367
1161	15.04624736
1162	15.04402229
1163	15.04286034
1164	15.04175158
1165	15.04022748
1166	15.03842119
1167	15.03680412
1168	15.03563747
1169	15.03467334
1170	15.03312511
1171	15.03219024
1172	15.03059604
1173	15.02907686
1174	15.02748224
1175	15.02596368
1176	15.02400012
1177	15.02254531
1178	15.02154143
1179	15.020118
1180	15.01860124
1181	15.01519442
1182	15.01386283
1183	15.01121267
1184	15.00971494
1185	15.00722379
1186	15.00622241
1187	15.0041084
1188	15.00268904
1189	15.00142685
1190	14.99885175
1191	14.99765798
1192	14.99575176
1193	14.99448118
1194	14.99277755
1195	14.99157526
1196	14.98985623
1197	14.98858021
1198	14.98716596
1199	14.98371244
1200	14.98244309
1201	14.97978713
1202	14.97785225
1203	14.97648267
1204	14.97536319
1205	14.97282825
1206	14.97101357
1207	14.96790677
1208	14.96649926
1209	14.96456002
1210	14.96111843
1211	14.95969914
1212	14.95861662
1213	14.95727363
1214	14.95588242
1215	14.9534
1216	14.9512389
1217	14.94944654
1218	14.9469517
1219	14.9452819
1220	14.94280377
1221	14.94100694
1222	14.9389952
1223	14.9353914
1224	14.93397802
1225	14.93192366
1226	14.93074882
1227	14.92991816
1228	14.92656493
1229	14.92467139
1230	14.92381447
1231	14.92238312
1232	14.92046998
1233	14.91913312
1234	14.91510537
1235	14.91202622
1236	14.91084336
1237	14.9095569
1238	14.90761659
1239	14.90560834
1240	14.90458793
1241	14.90143247
1242	14.90009525
1243	14.89878236
1244	14.89723368
1245	14.89607166
1246	14.89485842
1247	14.89353432
1248	14.89233379
1249	14.88855392
1250	14.88722815
1251	14.88591072
1252	14.88413197
1253	14.88198986
1254	14.8806261
1255	14.87964059
1256	14.87826625
1257	14.87716557
1258	14.87587686
1259	14.87441065
1260	14.87329384
1261	14.87030018
1262	14.86788965
1263	14.86658043
1264	14.86421375
1265	14.86296701
1266	14.86054981
1267	14.8591446
1268	14.85620255
1269	14.85427402
1270	14.85315604
1271	14.85228052
1272	14.85093719
1273	14.84967692
1274	14.84869173
1275	14.84757872
1276	14.84335257
1277	14.84210972
1278	14.84087439
1279	14.83956977
1280	14.83832852
1281	14.8372006
1282	14.83487284
1283	14.831673
1284	14.83029073
1285	14.82727931
1286	14.82626716
1287	14.82341801
1288	14.82217267
1289	14.81987068
1290	14.81706969
1291	14.81559807
1292	14.81237872
1293	14.81032439
1294	14.8092961
1295	14.80700339
1296	14.80391183
1297	14.80117229
1298	14.79920483
1299	14.79793629
1300	14.79606161
1301	14.79387863
1302	14.79244127
1303	14.79094441
1304	14.78869737
1305	14.78733422
1306	14.78582518
1307	14.78391142
1308	14.78104871
1309	14.77969162
1310	14.77717575
1311	14.77493582
1312	14.77343982
1313	14.77236816
1314	14.77013325
1315	14.76749566
1316	14.76555091
1317	14.76307206
1318	14.7616071
1319	14.75911177
1320	14.75758963
1321	14.756031
1322	14.75483381
1323	14.75122877
1324	14.74999027
1325	14.74864173
1326	14.74735018
1327	14.74560879
1328	14.74433082
1329	14.74309762
1330	14.74090979
1331	14.73987637
1332	14.73709813
1333	14.73598913
1334	14.73358007
1335	14.73193906
1336	14.73017657
1337	14.72907675
1338	14.72800813
1339	14.72541576
1340	14.72395039
1341	14.72201588
1342	14.72018407
1343	14.71885426
1344	14.71531097
1345	14.71313688
1346	14.71045475
1347	14.70882162
1348	14.70638365
1349	14.70376275
1350	14.70262577
1351	14.70148051
1352	14.70003882
1353	14.69660736
1354	14.69482163
1355	14.69272997
1356	14.69093258
1357	14.69000244
1358	14.68815295
1359	14.68657645
1360	14.6852777
1361	14.68433068
1362	14.68290326
1363	14.68113552
1364	14.67855485
1365	14.67700679
1366	14.67489358
1367	14.67221838
1368	14.67045374
1369	14.66710872
1370	14.66434712
1371	14.66292987
1372	14.66175681
1373	14.66031148
1374	14.65908434
1375	14.65766709
1376	14.65627048
1377	14.65508212
1378	14.65179383
1379	14.65040568
1380	14.64655306
1381	14.64480769
1382	14.6438231
1383	14.64058735
1384	14.63955363
1385	14.63743167
1386	14.63648298
1387	14.63269764
1388	14.63056939
1389	14.62953334
1390	14.62726237
1391	14.62616858
1392	14.62520422
1393	14.62408042
1394	14.62248724
1395	14.62144972
1396	14.62010443
1397	14.61708583
1398	14.61597676
1399	14.61251104
1400	14.6110687
1401	14.60789386
1402	14.60666734
1403	14.60489676
1404	14.60382463
1405	14.6028168
1406	14.60117989
1407	14.59805145
1408	14.59496763
1409	14.59326356
1410	14.59215956
1411	14.59036462
1412	14.58920395
1413	14.58714984
1414	14.58624473
1415	14.58462161
1416	14.5828289
1417	14.57979604
1418	14.57809772
1419	14.57650812
1420	14.57540896
1421	14.57436106
1422	14.5732796
1423	14.57233981
1424	14.57113061
1425	14.5702115
1426	14.56864194
1427	14.56664273
1428	14.56302711
1429	14.5621443
1430	14.55985914
1431	14.55884021
1432	14.55717221
1433	14.55626876
1434	14.55464272
1435	14.55363542
1436	14.55028645
1437	14.54921891
1438	14.54670654
1439	14.54565706
1440	14.54460563
1441	14.54167466
1442	14.54091028
1443	14.53984973
1444	14.53784097
1445	14.53638875
1446	14.53417391
1447	14.53306559
1448	14.53055426
1449	14.52764567
1450	14.52662017
1451	14.52375307
1452	14.52184262
1453	14.52099899
1454	14.51996802
1455	14.51790184
1456	14.516805
1457	14.51491132
1458	14.51327267
1459	14.51068254
1460	14.50878547
1461	14.50648162
1462	14.50561117
1463	14.50270238
1464	14.50029234
1465	14.49883029
1466	14.49792979
1467	14.49590304
1468	14.49443473
1469	14.49346494
1470	14.49105703
1471	14.49005544
1472	14.48730983
1473	14.48458877
1474	14.48368438
1475	14.48205648
1476	14.48110582
1477	14.47966584
1478	14.47828591
1479	14.47583832
1480	14.47374068
1481	14.47234077
1482	14.46963558
1483	14.46780185
1484	14.46570436
1485	14.46432115
1486	14.46235948
1487	14.46141386
1488	14.4602832
1489	14.45839867
1490	14.45666326
1491	14.45483735
1492	14.45344573
1493	14.45251164
1494	14.45114423
1495	14.44979405
1496	14.44705139
1497	14.44502088
1498	14.44335682
1499	14.44224212
1500	14.44088894
1501	14.43911343
1502	14.4372699
1503	14.43527565
1504	14.43382089
1505	14.43268979
1506	14.43082824
1507	14.42939547
1508	14.42834402
1509	14.42575694
1510	14.42356292
1511	14.4213326
1512	14.42040762
1513	14.41932256
1514	14.41704668
1515	14.41568784
1516	14.41476889
1517	14.4131543
1518	14.4106979
1519	14.40947625
1520	14.40769035
1521	14.40625922
1522	14.40405163
1523	14.40324535
1524	14.40111791
1525	14.39891657
1526	14.39716773
1527	14.39625991
1528	14.39317417
1529	14.39112074
1530	14.38972938
1531	14.3874776
1532	14.38642325
1533	14.38547923
1534	14.38360982
1535	14.38189746
1536	14.38014108
1537	14.37920988
1538	14.37689723
1539	14.37528488
1540	14.37356857
1541	14.37197519
1542	14.37046496
1543	14.36846896
1544	14.36707084
1545	14.36619886
1546	14.3646606
1547	14.3627362
1548	14.35995632
1549	14.35847274
1550	14.3566305
1551	14.35544147
1552	14.3545663
1553	14.3529238
1554	14.35179521
1555	14.34929499
1556	14.34835194
1557	14.34585026
1558	14.34508597
1559	14.34393304
1560	14.34204662
1561	14.34020432
1562	14.33810312
1563	14.33627401
1564	14.33430655
1565	14.33360949
1566	14.33267685
1567	14.33081997
1568	14.32904561
1569	14.32817676
1570	14.32660306
1571	14.32485892
1572	14.32359019
1573	14.32233032
1574	14.32063806
1575	14.31987419
1576	14.31823636
1577	14.31704987
1578	14.31508749
1579	14.31403591
1580	14.31297761
1581	14.31178435
1582	14.30937597
1583	14.30695974
1584	14.30566059
1585	14.3037704
1586	14.30301618
1587	14.30097689
1588	14.29874165
1589	14.29680256
1590	14.29545419
1591	14.29274987
1592	14.29044008
1593	14.28839934
1594	14.28669811
1595	14.28502312
1596	14.28376919
1597	14.28292128
1598	14.28207878
1599	14.28111204
1600	14.27764145
1601	14.27451458
1602	14.27261728
1603	14.2717825
1604	14.26946984
1605	14.26839282
1606	14.26761631
1607	14.26658463
1608	14.26430472
1609	14.2623172
1610	14.2602333
1611	14.259501
1612	14.25885594
1613	14.25540485
1614	14.25399465
1615	14.25287942
1616	14.24986578
1617	14.24892355
1618	14.24820271
1619	14.2468186
1620	14.24380055
1621	14.24175276
1622	14.23960297
1623	14.2387867
1624	14.23737056
1625	14.23549378
1626	14.23470537
1627	14.23379235
1628	14.2316763
1629	14.23016084
1630	14.22916989
1631	14.22696132
1632	14.22590924
1633	14.22450606
1634	14.22259826
1635	14.22220777
1636	14.22149068
1637	14.21940707
1638	14.21848208
1639	14.21680776
1640	14.21538765
1641	14.21458042
1642	14.21239406
1643	14.21111225
1644	14.20882738
1645	14.20697695
1646	14.20587001
1647	14.20516245
1648	14.20389523
1649	14.20276125
1650	14.20063656
1651	14.19924106
1652	14.19803127
1653	14.19540649
1654	14.19455388
1655	14.19303347
1656	14.19199199
1657	14.19043073
1658	14.18825582
1659	14.18688463
1660	14.18603729
1661	14.18397388
1662	14.18328245
1663	14.18059066
1664	14.17907014
1665	14.17770123
