iter	RMSE
0	0.9944107874
1	0.9888597235
2	0.9839183078
3	0.978728716
4	0.9733459803
5	0.9684129404
6	0.9630558359
7	0.9582413058
8	0.9530368973
9	0.9478638189
10	0.9426704401
11	0.9381047705
12	0.9332940134
13	0.9285338965
14	0.9236533415
15	0.9188847451
16	0.9143057065
17	0.9098155991
18	0.9053070152
19	0.9007341263
20	0.8961177252
21	0.8917699752
22	0.8871735872
23	0.8832045382
24	0.8787189111
25	0.8745626488
26	0.8702280126
27	0.8660793777
28	0.8620246267
29	0.8578284704
30	0.8537678261
31	0.8498509192
32	0.8459280513
33	0.8419680175
34	0.8382323043
35	0.8344570857
36	0.8309735218
37	0.8273445242
38	0.8239541131
39	0.8204611589
40	0.8167330706
41	0.8136212476
42	0.8101942849
43	0.8066225016
44	0.8033334724
45	0.7998272055
46	0.7963814431
47	0.7930500191
48	0.7898980431
49	0.7867307364
50	0.7835576329
51	0.780526786
52	0.7775918406
53	0.7748966216
54	0.7718465691
55	0.769059997
56	0.7662380627
57	0.7635250281
58	0.7607686948
59	0.757767878
60	0.7548687094
61	0.7521481427
62	0.7492758306
63	0.746750664
64	0.7440684052
65	0.7415322205
66	0.7389058204
67	0.7362109502
68	0.733878967
69	0.7312462356
70	0.7288190331
71	0.72623927
72	0.7238604341
73	0.7214116082
74	0.7190785954
75	0.716737103
76	0.7143152134
77	0.7120437126
78	0.7096977572
79	0.7077154396
80	0.7055064215
81	0.7034746402
82	0.7013604226
83	0.6992276508
84	0.6969775244
85	0.6947968191
86	0.6928771524
87	0.6908303669
88	0.6888964335
89	0.6869211295
90	0.6850941357
91	0.6830360523
92	0.6812431803
93	0.6791626603
94	0.6772195676
95	0.6753438186
96	0.6736088485
97	0.6718297337
98	0.6699360334
99	0.6682485846
100	0.6665057418
101	0.6647700855
102	0.6630174875
103	0.6612828212
104	0.6594215534
105	0.6576887289
106	0.6560602893
107	0.6544765789
108	0.6528763601
109	0.6512444526
110	0.6496401766
111	0.6480638982
112	0.6464527881
113	0.6447977394
114	0.643346484
115	0.6418929806
116	0.640624825
117	0.6390353485
118	0.6375289806
119	0.6361350411
120	0.6346139577
121	0.6332556913
122	0.6319579524
123	0.6306298273
124	0.6293686433
125	0.6280709619
126	0.6265316484
127	0.6251957248
